,pred,gt
435,GEWITTER HEUTE SUEDWEST BIS-MORGEN NACHT KOMMEN,GEWITTER ENORM SUEDWEST BIS-MORGEN NACHT KOMMEN
436,loc-SUEDOST MORGEN LANG REGEN TEIL GEFRIEREN,IX MORGEN LANG REGEN TEIL GEFRIEREN
437,NORDRAUM VORHER cl-KOMMEN DAZU REGEN GROSSBRITANNIEN KOMMEN,WENN TIEF KOMMEN DAZU REGEN GROSSBRITANNIEN KOMMEN
438,REGION WALD MILD ZWANZIG C+M HARZ BIS SECHZIG C+M,SCHWARZ WALD FUENF ZWANZIG C+M HARZ BIS SECHZIG C+M
439,NACH SUEDOST SONNE NORDWEST UEBERWIEGEND WOLKE IX REGEN SUEDOST AUCH SCHAUER,REGION SUEDOST SONNE NORDWEST UEBERWIEGEND WOLKE IX REGEN SUEDOST AUCH SCHAUER
440,NACHT VIERZEHN NORD SECHS ALLGAEU TAG VIERZEHN NORD REGEN EINS ZWANZIG FLUSS,NACHT VIERZEHN NORD SECHS ALLGAEU TAG VIERZEHN NORD REGEN EINS ZWANZIG FLUSS
441,KUEHL MEHR MEHR MEER IX ODER SUEDWEST MINUS EIN MINUS ZWEI GRAD UNGEFAEHR MEHR,ABER MILD MEHR MEER IX ODER SUEDWEST MINUS EIN MINUS ZWEI GRAD UNGEFAEHR MEHR
442,loc-LAND IX STEIGEN SCHWER STURM TEIL,MEER WENN STEIGEN SCHWER STURM TEIL
443,__EMOTION__ ANKOMMEN NORD SCHNEE FLACH SCHNEE MAXIMAL WIND WEHEN,ABEND DANN NORD SCHNEE FLACH SCHNEE MAXIMAL WIND WEHEN
444,WOCHE IX REGION SCHAUER IX SUED DANN RUHIG MEHR TROCKEN AUCH BISSCHEN SONNE,MEISTENS IX REGION SCHAUER IX SUED DANN RUHIG MEHR TROCKEN AUCH BISSCHEN SONNE
445,MORGEN TAG IM-VERLAUF SUEDWEST REGION BLEIBEN SO MOEGLICH SCHNEE ODER REGEN ODER,MORGEN TAG IM-VERLAUF SUEDWEST REGION BLEIBEN SO MOEGLICH SCHNEE ODER REGEN ODER
446,FREITAG IM-VERLAUF VERSCHWINDEN FREITAG TAG WIEDER MEISTENS SONNE,MITTWOCH IM-VERLAUF VERSCHWINDEN FREITAG TAG WIEDER MEISTENS SONNE
447,SONNTAG IX WOLKE TEIL FREUNDLICH TROCKEN MINUS FUENF ZWISCHEN MAXIMAL ZWEI GRAD,SONNTAG IX WOLKE TEIL FREUNDLICH TROCKEN MINUS FUENF ZWISCHEN MAXIMAL ZWEI GRAD
448,MORGEN DRUCK HOCH DESWEGEN MORGEN SONNE UEBERALL,LUFT DRUCK HOCH DESHALB MORGEN SONNE UEBERALL
449,NACHT ABEND KOENNEN BISSCHEN REGEN GEWITTER BERG IX,DANN ABEND KOENNEN BISSCHEN REGEN GEWITTER BERG IX
450,IX NACHT MINUS ZWISCHEN MINUS FUENF MORGEN ZONE VIER GRAD PLUS VIER UND FLUSS EINS GRAD,HEUTE NACHT NULL ZWISCHEN MINUS FUENF MORGEN ZONE VIER GRAD PLUS VIER UND FLUSS EINS GRAD
451,NORDRAUM NACHT SCHWER MORGEN NACHMITTAG NORD HARZ REGION STURM,HEUTE NACHT AB MORGEN NACHMITTAG NORD HARZ REGION STURM
452,NORDRAUM BIS REGION MINUS ACHT NORDOST,NEUN GRAD REGION MINUS ACHT NORDOST
453,MORGEN WETTER WIE-AUSSEHEN MITTWOCH ZWOELF MAI,MORGEN WETTER WIE-AUSSEHEN MITTWOCH ZWOELF MAI
454,REGION WEHEN SUED VIEL FRISCH WIND BISSCHEN STURM,REGION WEHEN SUED VIEL FRISCH WIND BISSCHEN STURM
455,TAG DANN SUED SUEDOST REGEN NACH MITTAG IX AUCH GEWITTER,TAG DANN SUED SUEDOST REGEN NACH MITTAG IX AUCH GEWITTER
456,MONTAG SONNE WARM WEITER,MONTAG SONNE WARM WEITER
457,HEUTE NACHT loc-REGION NORD VIER BERG AM-TAG DREIZEHN OST,HEUTE NACHT DREIZEHN NORD VIER BERG AM-TAG DREIZEHN OST
458,FREITAG MORGEN HABEN,KUESTE WIND HABEN
459,HEUTE NACHT WAHRSCHEINLICH LOCKER ORT NEBEL HABEN LANG BLEIBEN,IX NACHT WAHRSCHEINLICH LOCKER ORT NEBEL HABEN LANG BLEIBEN
460,HEUTE MINUS GRAD REGION SECHS BIS ELF GRAD FLUSS BIS ZWOELF GRAD,MORGEN VIER GRAD REGION SECHS BIS ELF GRAD FLUSS BIS ZWOELF GRAD
461,NORD MITTE loc-REGION NOCH KLAR SUED NACHT NOCH BISSCHEN TRUEB NEBEL,REGEN MITTE SUED NOCH KLAR SUED NACHT NOCH BISSCHEN TRUEB NEBEL
462,FREITAG ZONE WEG IX NORD WIEDER BISSCHEN SONNE ABER BISSCHEN REGEN NOCH HABEN BISSCHEN MAESSIG MITTE WEHEN,REGEN ZONE WEG IX NORD WIEDER BISSCHEN SONNE ABER BISSCHEN REGEN NOCH HABEN BISSCHEN MAESSIG MITTE WEHEN
463,HEUTE MINUS DREI BIS PLUS VIER NORD PLUS FUENF IX MORGEN ZEHN BIS FUENFZEHN REGION SECHSZEHN BIS DREI ZWANZIG,NACHT MINUS DREI BIS PLUS VIER NORD PLUS FUENF IX MORGEN ZEHN BIS FUENFZEHN REGION SECHSZEHN BIS DREI ZWANZIG
464,JETZT WETTER MORGEN FREITAG __PU__ MAI,JETZT WETTER MORGEN FREITAG VIERZEHN MAI
465,UND IM-VERLAUF UEBERALL WECHSELHAFT MOEGLICH SCHNEE SUED REGION NACHT WOLKE,UND IM-VERLAUF UEBERALL WECHSELHAFT MOEGLICH SCHNEE SUED REGION NACHT WOLKE
466,TEMPERATUR NORD AUCH ZWOELF ZWISCHEN VIERZEHN SUED UNGEFAEHR VIERZEHN MAXIMAL SECHSZEHN GRAD,MILD NORD AUCH ZWOELF ZWISCHEN VIERZEHN SUED UNGEFAEHR VIERZEHN MAXIMAL SECHSZEHN GRAD
467,HEUTE NACHT KLAR HIMMEL KOENNEN MINUS FUENFZEHN GRAD NORDOST WEHEN MINUS DREI GRAD,HEUTE NACHT KLAR HIMMEL KOENNEN MINUS FUENFZEHN GRAD NORDOST WEHEN MINUS DREI GRAD
468,ANDERE FREUNDLICH SONNE NAECHSTE WOCHE MILD ABER WECHSELHAFT,ANDERE FREUNDLICH SONNE NAECHSTE WOCHE MILD ABER WECHSELHAFT
469,JETZT WETTER MORGEN FREITAG EINS ZWANZIG MAI,JETZT WETTER MORGEN FREITAG EINS ZWANZIG MAI
470,IM-VERLAUF SCHWACH WEHEN IX MAESSIG KUESTE FRISCH OST STURM NACHT TEIL BODEN FROST,SUED SCHWACH WEHEN IX MAESSIG KUESTE FRISCH OST STURM NACHT TEIL BODEN FROST
471,WEST DEUTSCH KOMMEN TAG KLAR STERN SEHEN KOENNEN FROST,REGION TIEF KOMMEN TAG KLAR STERN SEHEN KOENNEN FROST
472,REGION REGEN WEHEN,DAZU OST WEHEN
473,TIEF loc-REGION SCHWACH MORGEN SOLL EINFLUSS OST REGION SUED,TIEF REGION SCHWACH MORGEN SOLL EINFLUSS OST REGION SUED
474,MORGEN NORDRAUM SONNE NORD REGION BEWOELKT,MORGEN MEISTENS SONNE NORD KOENNEN BEWOELKT
475,MORGEN KOMMEN OST KOMMEN MORGEN DEUTSCH LAND VIEL SONNE TROCKEN,HOCH KOMMEN OST KOMMEN MORGEN DEUTSCH LAND VIEL SONNE TROCKEN
476,HEUTE KLAR cl-KOMMEN WOLKE,REGION TIEF KOMMEN WOLKE
477,REGION MORGEN SECHS BERG ALLGAEU KALT MINUS VIER,REGION MORGEN SECHS BERG ALLGAEU KALT MINUS VIER
478,WIE-AUSSEHEN IN-KOMMEND MITTWOCH TEIL WOLKE IX KOENNEN REGEN WEST KOENNEN SONNE,WIE-AUSSEHEN IN-KOMMEND MITTWOCH BLEIBEN WOLKE IX KOENNEN REGEN WEST KOENNEN SONNE
479,IN-KOMMEND MEHR KUEHL WENIGER WIND STARK BERG REGION REGEN,IN-KOMMEND MEHR KUEHL WENIGER WIND STARK BERG REGION REGEN
480,TAG IX WOLKE NEBEL DANN TEIL SCHNEE SCHNEIEN REGEN SUEDWEST BISSCHEN SONNE,TAG HAUPTSAECHLICH WOLKE NEBEL DANN TEIL SCHNEE SCHNEIEN REGEN SUEDWEST BISSCHEN SONNE
481,MORGEN NORDRAUM GRAD NORD BIS ACHT ZWANZIG REGION,MORGEN ZWANZIG GRAD NORD BIS ACHT ZWANZIG REGION
482,DIENSTAG WEST MEHR WOLKE SCHAUER,DIENSTAG WEST MEHR WOLKE SCHAUER
483,SONNTAG ALPEN IX AUCH REGEN NORD SCHAUER MITTE MEHR FREUNDLICH SONNE,SONNTAG ALPEN IX AUCH REGEN NORD SCHAUER MITTE MEHR FREUNDLICH SONNE
484,MORGEN NORDRAUM SONNE RUHIG FREUNDLICH WETTER HOCH DRUCK,MORGEN WIEDER WETTER RUHIG FREUNDLICH WETTER HOCH DRUCK
485,IX WEHEN AUFLOESEN HEUTE OST SCHON TROCKEN NACHMITTAG KOENNEN SONNE KOENNEN,KOMMEN WEHEN AUFLOESEN HEUTE OST SCHON TROCKEN NACHMITTAG KOENNEN SONNE KOENNEN
486,JETZT WETTER WIE-AUSSEHEN MORGEN DREISSIG OKTOBER,JETZT WETTER WIE-AUSSEHEN MORGEN DREISSIG OKTOBER
487,DONNERSTAG SONNE TEILWEISE REGEN STARK GEWITTER FREITAG RUHIGER MEHR KUEHL,DONNERSTAG SONNE TEILWEISE REGEN STARK GEWITTER FREITAG RUHIGER MEHR KUEHL
488,MONTAG HAUPTSAECHLICH SONNE NORD BISSCHEN REGEN,SAMSTAG HAUPTSAECHLICH SONNE NORD BISSCHEN REGEN
489,DAENEMARK IX WOLKE TIEF AUCH DEUTSCHLAND REGION KOMMEN NOCH UNWETTER MOEGLICH,SKANDINAVIEN NORD WOLKE TIEF AUCH DEUTSCHLAND REGION KOMMEN NOCH UNWETTER MOEGLICH
490,BERG STURM ORKAN KOENNEN,BERG STURM ORKAN KOENNEN
491,STURM TAGSUEBER DABEI IHR WUENSCHEN ABEND MACHEN GUT,STURM TAGSUEBER DABEI IHR WUENSCHEN ABEND MACHEN GUT
492,MORGEN loc-SUED FREUNDLICH FREUNDLICH TEIL MILD,SUED MEHR RUHIG FREUNDLICH BISSCHEN MILD
493,IM-VERLAUF TAG IM-VERLAUF MEHR WARM TROTZDEM BLEIBEN SCHAUER GEWITTER NOCH,DARUNTER TAG IM-VERLAUF MEHR WARM TROTZDEM BLEIBEN SCHAUER GEWITTER NOCH
494,MORGEN NORD SEE ZWEI GRAD REGION DREIZEHN GRAD,MORGEN OST REGION ZWEI GRAD REGION DREIZEHN GRAD
495,REGION UND REGION KLAR ABER NORDWEST IX REGEN AUCH GEWITTER IX NORD,REGEN UND REGION KLAR ABER NORDWEST IX REGEN AUCH GEWITTER IX NORD
496,NORD NORD KAUM GEWITTER REGION SONNE MITTE REGION SUED MEHR DURCHEINANDER WOLKE UEBERWIEGEND GEWITTER,MORGEN NORD KAUM GEWITTER REGION SONNE MITTE REGION SUED MEHR DURCHEINANDER WOLKE UEBERWIEGEND GEWITTER
497,HEUTE NACHT ALLGAEU VIERZEHN GRAD NORD MAXIMAL NULL,HEUTE NACHT FLUSS VIERZEHN GRAD NORD MAXIMAL NULL
498,HEUTE NACHT EINS BIS BERG ALLGAEU BIS SIEBZEHN FLUSS,HEUTE NACHT ELF GRAD BERG ALLGAEU BIS SIEBZEHN FLUSS
499,HEUTE NACHT ZWANZIG ZWANZIG GRAD MITTE BERG MOEGLICH ELF GRAD,HEUTE NACHT RUHRGEBIET ZWANZIG GRAD MITTE BERG MOEGLICH ELF GRAD
500,JETZT WETTER WIE-AUSSEHEN MORGEN SONNTAG SIEBEN ZWANZIG SEPTEMBER,JETZT WETTER WIE-AUSSEHEN MORGEN SONNTAG SIEBEN ZWANZIG SEPTEMBER
501,__EMOTION__ SONNTAG DAS-IST-ES DEUTSCH EINFLUSS REGEN IX WIND UND SCHNEE STUFENWEISE GRENZE,AB MONTAG DAS-IST-ES DEUTSCH EINFLUSS REGEN IX WIND UND SCHNEE STUFENWEISE GRENZE
502,DIENSTAG SUEDOST AUCH KOENNEN REGEN GEWITTER DABEI GEWITTER,NORD SUEDOST AUCH KOENNEN REGEN GEWITTER DABEI
503,HEUTE NACHT SECHS BIS DREIZEHN GRAD TAG TEMPERATUR STEIGEN ZEHN GRAD ALPEN BIS FUENF ZWANZIG GRAD WEST,HEUTE NACHT SECHS BIS DREIZEHN GRAD TAG TEMPERATUR STEIGEN ZEHN GRAD ALPEN BIS FUENF ZWANZIG GRAD WEST
504,HEUTE NACHT ELF TEMPERATUR SECHSZEHN SIEBZEHN MAXIMAL SIEBZEHN,HEUTE NACHT ELF TEMPERATUR SECHSZEHN SIEBZEHN MAXIMAL SIEBZEHN
505,MONTAG WAHRSCHEINLICH KUESTE TEIL REGEN STURM,MONTAG AN KUESTE TEIL REGEN STURM
506,FREITAG SCHNEE FREITAG SAMSTAG NORD WIND REGEN,IN-KOMMEND SCHNEE FREITAG SAMSTAG NORD WIND REGEN
507,NORD FLUSS SCHWACH MAESSIG WIND HEUTE NACHT RHEIN ACHT GRAD ALPEN MINUS SECHS,NORD REGION SCHWACH MAESSIG WIND HEUTE NACHT RHEIN ACHT GRAD ALPEN MINUS SECHS
508,GEWITTER WIND MOEGLICH MAESSIG FRISCH SONST REGION WIND SCHWACH VERSCHIEDEN WEHEN,IX WIND MOEGLICH MAESSIG FRISCH SONST REGION WIND SCHWACH VERSCHIEDEN WEHEN
509,TAG WIEDER WOLKE ABER SONST NUR BISSCHEN WOLKE,NORDOST WIEDER WOLKE ABER SONST NUR BISSCHEN WOLKE
510,__PU__ MORGEN WETTER MORGEN MONTAG ELF DEZEMBER,JETZT WIE-AUSSEHEN WETTER MORGEN FREITAG ELF DEZEMBER
511,OST SUED BERLIN SUED DEUTSCHLAND VIER ZWANZIG GRAD BIS ACHT ZWANZIG GRAD,OST SUED BERLIN SUED DEUTSCHLAND VIER ZWANZIG GRAD BIS ACHT ZWANZIG GRAD
512,REGION VIEL HIMMEL REGION SUEDWEST AUCH LOCH NICHT-WOLKE NICHTALP-KEIN,REGION VIEL HIMMEL REGION SUEDWEST AUCH LOCH NICHT-WOLKE NICHTALP-KEIN
513,BISSCHEN IN-KOMMEND ERST,ABER REGEN WENIG
514,MORGEN NORDWEST ZWEI SONST REGION MINUS FUENF ZWISCHEN EINS ZWISCHEN,MORGEN NORDWEST ZWEI SONST REGION MINUS FUENF ZWISCHEN EINS ZWISCHEN
515,IM-VERLAUF MITTE AUCH WOLKE AUFLOESEN WIND SCHWACH MAESSIG,IM-VERLAUF MITTE AUCH WOLKE AUFLOESEN WIND SCHWACH MAESSIG
516,SAMSTAG BISSCHEN WAHRSCHEINLICH DABEI DANN SCHNEE REGEN,NORDWEST SONNE WAHRSCHEINLICH DABEI DANN SCHNEE REGEN
517,WIND SCHWACH MAESSIG WEHEN,WIND SCHWACH WEHEN
518,MORGEN WEST TIEF KOMMEN RICHTUNG OST AUFZIEHEN REGEN GEWITTER STARK,MORGEN WEST TIEF KOMMEN RICHTUNG OST AUFZIEHEN REGEN GEWITTER STARK
519,HIMMEL HEUTE FAST ALLE WOLKE BESONDERS WEST MEHR BISSCHEN KLAR OST MEHR REGEN SCHNEE,HIMMEL HEUTE FAST ALLE WOLKE BESONDERS WEST MEHR BISSCHEN KLAR OST MEHR REGEN SCHNEE
520,IX WEHEN OST REGION SONNE MEHR WARM MAXIMAL SECHS ZWANZIG SUED MAXIMAL SIEBEN ZWANZIG GRAD,IX WEHEN OST REGION SONNE MEHR WARM MAXIMAL SECHS ZWANZIG SUED MAXIMAL SIEBEN ZWANZIG GRAD
521,NORDWESTRAUM SPAETER AUFLOESEN WOLKE DANN DABEI GEWITTER SCHAUER,NORDWEST SPAETER AUCH WOLKE DANN DABEI GEWITTER SCHAUER
522,WIND MAESSIG FRISCH KUESTE IX STARK WENN GEWITTER IX DANN STURM MOEGLICH,WIND MAESSIG FRISCH KUESTE IX STARK WENN GEWITTER IX DANN STURM MOEGLICH
523,NORD INSEL NEUN ZEHN GRAD MINUS ZWEI MITTE BERG,NORD INSEL NEUN ZEHN GRAD MINUS ZWEI MITTE BERG
524,SONNTAG HAUPTSAECHLICH SONNE OST GEWITTER SUED WEST LANG FREUNDLICH,MONTAG UEBERWIEGEND SCHAUER OST GEWITTER SUED WEST LANG FREUNDLICH
525,MORGEN IX NORDOSTRAUM SCHAUER GEWITTER SONNE SELTEN,MORGEN IX VERSCHIEDEN SCHAUER GEWITTER SONNE SELTEN
526,TAGSUEBER BISSCHEN MOEGLICH MORGEN TRUEB HIMMEL,IX REGION MOEGLICH MORGEN TRUEB HIMMEL
527,loc-REGION FRUEH FUENF BIS MAXIMAL ZWOELF NORD DEUTSCHLAND IX KLAR LUFT IX NEBEL UND TEILWEISE,MORGEN FRUEH FUENF BIS MAXIMAL ZWOELF NORD DEUTSCHLAND IX KLAR LUFT IX NEBEL UND TEILWEISE
528,MORGEN TEMPERATUR NULL BIS SIEBEN GRAD FLUSS MOEGLICH ACHT GRAD,MORGEN TEMPERATUR NULL BIS SIEBEN GRAD FLUSS MOEGLICH ACHT GRAD
529,MITTWOCH MAL SONNE TEIL WOLKE BLEIBEN TROCKEN,MITTWOCH TEIL SONNE TEIL WOLKE BLEIBEN TROCKEN
530,SUEDWEST SOWIESO STERN KOENNEN SEHEN MITTE REGION WOLKE MORGEN KOENNEN REGEN GEWITTER,SUEDWEST SOWIESO STERN KOENNEN SEHEN MITTE REGION WOLKE MORGEN KOENNEN REGEN GEWITTER
531,MORGEN MITTWOCH TIEF KOMMEN MOEGLICH REGEN GEWITTER,DIENSTAG MITTWOCH TIEF KOMMEN MOEGLICH REGEN GEWITTER
532,OSTRAUM NICHT-KAUM SONNE SEHEN KOENNEN,REGION KOMMEN SONNE SEHEN KOENNEN
533,__EMOTION__ SCHNEE SCHNEE SCHNEIEN FLACH AUCH SCHNEE SCHNEIEN NORDWEST SCHNEE SCHAUER VERSCHWINDEN,TAG SUEDOST SCHNEE SCHNEIEN FLACH AUCH SCHNEE SCHNEIEN NORDWEST SCHNEE SCHAUER VERSCHWINDEN
534,MORGEN WARM AUCH SONNE JEDEN-TAG GRAD STEIGEN BIS ZWEIZWANZIG,WOCHE WARM AUCH SONNE JEDEN-TAG GRAD STEIGEN BIS ZWEIZWANZIG
535,DRUCK TIEF KOMMEN ES-BEDEUTET VIEL WOLKE UND KOENNEN REGEN GEWITTER KOENNEN,DRUCK TIEF KOMMEN ES-BEDEUTET VIEL WOLKE UND KOENNEN REGEN GEWITTER KOENNEN
536,SAMSTAG SONNTAG HOCH SPANIEN IX VERBREITEN SONNE AUCH TEIL TATSAECHLICH SCHON SOMMER TEMPERATUR,SAMSTAG SONNTAG HOCH SPANIEN IX VERBREITEN SONNE AUCH TEIL TATSAECHLICH SCHON SOMMER TEMPERATUR
537,loc-NORD KLAR MORGEN VIER BIS NEUN GRAD TAG NORD VIEL WOLKE,SUEDWEST KLAR MORGEN VIER BIS NEUN GRAD TAG NORD VIEL WOLKE
538,MORGEN AUCH HOCH LUFT VIEL SONNE DANN DAZU WARM,MORGEN AUCH HOCH LUFT VIEL SONNE DANN DAZU WARM
539,HIER MITTE TIEF KOMMEN,NORD EUROPA TIEF KOMMEN
